,0
4745,"(254, 150)"
4746,"(253, 150)"
4747,"(251, 150)"
4748,"(249, 150)"
4749,"(248, 150)"
4750,"(247, 151)"
4751,"(248, 152)"
4752,"(249, 152)"
4753,"(251, 152)"
4754,"(252, 152)"
4755,"(247, 152)"
4756,"(246, 152)"
4757,"(245, 151)"
4758,"(245, 150)"
4759,"(245, 149)"
4760,"(245, 148)"
4761,"(245, 147)"
4762,"(244, 148)"
4763,"(244, 149)"
4764,"(244, 150)"
4765,"(244, 151)"
4766,"(244, 152)"
4767,"(244, 153)"
4768,"(244, 154)"
4769,"(244, 155)"
4770,"(244, 156)"
4771,"(244, 157)"
4772,"(244, 158)"
4773,"(244, 159)"
4774,"(243, 160)"
4775,"(242, 160)"
4776,"(241, 160)"
4777,"(240, 160)"
4778,"(239, 160)"
4779,"(238, 160)"
4780,"(237, 160)"
4781,"(236, 160)"
4782,"(235, 160)"
4783,"(234, 160)"
4784,"(233, 160)"
4785,"(232, 160)"
4786,"(231, 160)"
4787,"(244, 160)"
4788,"(235, 161)"
4789,"(235, 162)"
4790,"(235, 163)"
4791,"(235, 164)"
4792,"(235, 165)"
4793,"(235, 166)"
4794,"(235, 167)"
4795,"(235, 168)"
4796,"(235, 169)"
4797,"(235, 159)"
4798,"(235, 158)"
4799,"(235, 157)"
4800,"(235, 156)"
4801,"(235, 155)"
4802,"(236, 154)"
4803,"(237, 154)"
4804,"(238, 154)"
4805,"(239, 154)"
4806,"(240, 154)"
4807,"(241, 154)"
4808,"(242, 154)"
4809,"(243, 154)"
4810,"(245, 154)"
4811,"(246, 154)"
4812,"(247, 154)"
4813,"(248, 154)"
4814,"(249, 154)"
4815,"(251, 154)"
4816,"(249, 153)"
4817,"(249, 151)"
4818,"(249, 149)"
4819,"(249, 155)"
4820,"(249, 156)"
4821,"(249, 157)"
4822,"(249, 158)"
4823,"(249, 159)"
4824,"(249, 160)"
4825,"(248, 155)"
4826,"(247, 155)"
4827,"(246, 155)"
4828,"(245, 155)"
4829,"(243, 155)"
4830,"(242, 155)"
4831,"(245, 153)"
4832,"(245, 152)"
4833,"(245, 146)"
4834,"(245, 145)"
4835,"(245, 144)"
4836,"(244, 142)"
4837,"(243, 142)"
4838,"(242, 142)"
4839,"(240, 142)"
4840,"(239, 142)"
4841,"(238, 142)"
4842,"(237, 142)"
4843,"(236, 142)"
4844,"(235, 142)"
4845,"(234, 142)"
4846,"(233, 142)"
4847,"(232, 142)"
4848,"(229, 142)"
4849,"(228, 142)"
4850,"(227, 143)"
4851,"(227, 144)"
4852,"(227, 146)"
4853,"(227, 147)"
4854,"(226, 147)"
4855,"(226, 146)"
4856,"(226, 149)"
4857,"(226, 150)"
4858,"(226, 144)"
4859,"(226, 143)"
4860,"(226, 142)"
4861,"(226, 141)"
4862,"(226, 140)"
4863,"(226, 138)"
4864,"(226, 137)"
4865,"(226, 136)"
4866,"(226, 135)"
4867,"(226, 134)"
4868,"(227, 138)"
4869,"(228, 138)"
4870,"(229, 138)"
4871,"(233, 138)"
4872,"(234, 138)"
4873,"(235, 138)"
4874,"(236, 137)"
4875,"(236, 138)"
4876,"(236, 139)"
4877,"(237, 140)"
4878,"(238, 140)"
4879,"(239, 140)"
4880,"(240, 140)"
4881,"(242, 140)"
4882,"(243, 140)"
4883,"(244, 140)"
4884,"(245, 140)"
4885,"(236, 140)"
4886,"(235, 140)"
4887,"(234, 140)"
4888,"(233, 140)"
4889,"(232, 140)"
4890,"(247, 140)"
4891,"(248, 140)"
4892,"(249, 141)"
4893,"(249, 142)"
4894,"(249, 143)"
4895,"(249, 144)"
4896,"(249, 145)"
4897,"(249, 146)"
4898,"(249, 147)"
4899,"(249, 148)"
4900,"(248, 149)"
4901,"(247, 149)"
4902,"(246, 149)"
4903,"(243, 150)"
4904,"(243, 151)"
4905,"(243, 152)"
4906,"(243, 153)"
4907,"(243, 156)"
4908,"(243, 157)"
4909,"(243, 158)"
4910,"(243, 159)"
4911,"(243, 161)"
4912,"(243, 162)"
4913,"(242, 163)"
4914,"(241, 163)"
4915,"(240, 162)"
4916,"(240, 161)"
4917,"(240, 159)"
4918,"(240, 158)"
4919,"(240, 157)"
4920,"(239, 156)"
4921,"(238, 156)"
4922,"(237, 156)"
4923,"(236, 156)"
4924,"(234, 156)"
4925,"(233, 156)"
4926,"(232, 156)"
4927,"(231, 156)"
4928,"(230, 156)"
4929,"(229, 156)"
4930,"(228, 156)"
4931,"(227, 155)"
4932,"(227, 154)"
4933,"(227, 153)"
4934,"(227, 152)"
4935,"(227, 151)"
4936,"(227, 150)"
4937,"(227, 149)"
4938,"(227, 156)"
4939,"(227, 157)"
4940,"(228, 158)"
4941,"(229, 158)"
4942,"(230, 158)"
4943,"(231, 158)"
4944,"(232, 158)"
4945,"(233, 158)"
4946,"(234, 158)"
4947,"(236, 158)"
4948,"(237, 158)"
4949,"(238, 158)"
4950,"(239, 158)"
4951,"(241, 158)"
4952,"(242, 158)"
4953,"(245, 158)"
4954,"(246, 158)"
4955,"(247, 158)"
4956,"(248, 158)"
4957,"(248, 146)"
4958,"(247, 146)"
4959,"(246, 146)"
4960,"(244, 146)"
4961,"(243, 146)"
4962,"(242, 146)"
4963,"(241, 147)"
4964,"(241, 148)"
4965,"(241, 149)"
4966,"(241, 150)"
4967,"(241, 151)"
4968,"(241, 152)"
4969,"(241, 153)"
4970,"(241, 155)"
4971,"(241, 156)"
4972,"(241, 157)"
4973,"(241, 159)"
4974,"(241, 161)"
4975,"(241, 162)"
4976,"(240, 156)"
4977,"(230, 155)"
4978,"(230, 154)"
4979,"(230, 153)"
4980,"(230, 152)"
4981,"(230, 151)"
4982,"(230, 150)"
4983,"(230, 149)"
4984,"(230, 147)"
4985,"(230, 146)"
4986,"(230, 145)"
4987,"(218, 145)"
4988,"(216, 145)"
4989,"(215, 144)"
4990,"(215, 143)"
4991,"(215, 142)"
4992,"(215, 140)"
4993,"(215, 139)"
4994,"(215, 137)"
4995,"(215, 136)"
4996,"(215, 135)"
4997,"(215, 134)"
4998,"(215, 133)"
4999,"(215, 132)"
5000,"(215, 131)"
5001,"(215, 130)"
5002,"(215, 129)"
5003,"(214, 134)"
5004,"(213, 134)"
5005,"(212, 134)"
5006,"(211, 134)"
5007,"(216, 134)"
5008,"(217, 133)"
5009,"(217, 132)"
5010,"(217, 131)"
5011,"(217, 130)"
5012,"(217, 129)"
5013,"(217, 128)"
5014,"(217, 127)"
5015,"(217, 126)"
5016,"(217, 125)"
5017,"(217, 124)"
5018,"(217, 123)"
5019,"(217, 122)"
5020,"(217, 121)"
5021,"(217, 120)"
5022,"(217, 119)"
5023,"(217, 118)"
5024,"(217, 117)"
5025,"(218, 116)"
5026,"(219, 116)"
5027,"(220, 116)"
5028,"(221, 116)"
5029,"(222, 116)"
5030,"(223, 116)"
5031,"(224, 116)"
5032,"(225, 116)"
5033,"(226, 116)"
5034,"(227, 116)"
5035,"(228, 116)"
5036,"(229, 116)"
5037,"(230, 116)"
5038,"(231, 116)"
5039,"(232, 116)"
5040,"(233, 116)"
5041,"(234, 115)"
5042,"(235, 114)"
5043,"(236, 114)"
5044,"(234, 114)"
5045,"(233, 114)"
5046,"(232, 114)"
5047,"(231, 114)"
5048,"(230, 114)"
5049,"(229, 114)"
5050,"(228, 114)"
5051,"(227, 114)"
5052,"(226, 114)"
5053,"(225, 114)"
5054,"(224, 113)"
5055,"(224, 112)"
5056,"(224, 111)"
5057,"(224, 110)"
5058,"(224, 109)"
5059,"(224, 108)"
5060,"(225, 107)"
5061,"(226, 107)"
5062,"(227, 107)"
5063,"(228, 107)"
5064,"(229, 107)"
5065,"(230, 107)"
5066,"(231, 107)"
5067,"(232, 107)"
5068,"(233, 107)"
5069,"(234, 107)"
5070,"(235, 107)"
5071,"(236, 108)"
5072,"(236, 109)"
5073,"(236, 110)"
5074,"(236, 111)"
5075,"(236, 112)"
5076,"(236, 107)"
5077,"(236, 106)"
5078,"(236, 105)"
5079,"(236, 104)"
5080,"(236, 103)"
5081,"(236, 102)"
5082,"(236, 101)"
5083,"(236, 100)"
5084,"(236, 99)"
5085,"(231, 99)"
5086,"(231, 101)"
5087,"(231, 102)"
5088,"(231, 103)"
5089,"(231, 104)"
5090,"(231, 105)"
5091,"(231, 106)"
5092,"(231, 108)"
5093,"(231, 109)"
5094,"(231, 110)"
5095,"(231, 111)"
5096,"(231, 112)"
5097,"(231, 113)"
5098,"(229, 113)"
5099,"(229, 112)"
5100,"(229, 111)"
5101,"(229, 110)"
5102,"(229, 109)"
5103,"(229, 108)"
5104,"(229, 106)"
5105,"(229, 105)"
5106,"(229, 104)"
5107,"(229, 103)"
5108,"(229, 102)"
5109,"(229, 101)"
5110,"(227, 99)"
5111,"(226, 99)"
5112,"(225, 99)"
5113,"(224, 99)"
5114,"(223, 99)"
5115,"(222, 99)"
5116,"(221, 99)"
5117,"(220, 99)"
5118,"(219, 99)"
5119,"(218, 99)"
5120,"(217, 99)"
5121,"(216, 100)"
5122,"(216, 101)"
5123,"(216, 102)"
5124,"(216, 103)"
5125,"(216, 104)"
5126,"(216, 105)"
5127,"(216, 106)"
5128,"(216, 107)"
5129,"(216, 108)"
5130,"(215, 109)"
5131,"(214, 109)"
5132,"(213, 109)"
5133,"(212, 109)"
5134,"(211, 109)"
5135,"(210, 109)"
5136,"(209, 109)"
5137,"(208, 109)"
5138,"(207, 109)"
5139,"(206, 109)"
5140,"(205, 109)"
5141,"(204, 109)"
5142,"(203, 109)"
5143,"(202, 109)"
5144,"(201, 109)"
5145,"(200, 108)"
5146,"(200, 107)"
5147,"(200, 106)"
5148,"(200, 105)"
5149,"(200, 104)"
5150,"(200, 103)"
5151,"(200, 102)"
5152,"(200, 101)"
5153,"(199, 100)"
5154,"(198, 100)"
5155,"(197, 100)"
5156,"(196, 100)"
5157,"(195, 100)"
5158,"(194, 100)"
5159,"(193, 100)"
5160,"(192, 100)"
5161,"(191, 100)"
5162,"(200, 100)"
5163,"(201, 100)"
5164,"(202, 101)"
5165,"(202, 102)"
5166,"(202, 103)"
5167,"(202, 104)"
5168,"(202, 105)"
5169,"(202, 106)"
5170,"(202, 107)"
5171,"(202, 108)"
5172,"(202, 110)"
5173,"(201, 108)"
5174,"(199, 108)"
5175,"(198, 108)"
5176,"(197, 108)"
5177,"(196, 108)"
5178,"(195, 108)"
5179,"(194, 108)"
5180,"(193, 108)"
5181,"(192, 108)"
5182,"(191, 108)"
5183,"(190, 107)"
5184,"(190, 106)"
5185,"(190, 105)"
5186,"(190, 104)"
5187,"(190, 103)"
5188,"(190, 102)"
5189,"(190, 101)"
5190,"(190, 100)"
5191,"(190, 99)"
5192,"(190, 98)"
5193,"(190, 97)"
5194,"(190, 96)"
5195,"(190, 95)"
5196,"(191, 94)"
5197,"(192, 94)"
5198,"(193, 94)"
5199,"(194, 94)"
5200,"(195, 94)"
5201,"(196, 94)"
5202,"(190, 94)"
5203,"(189, 94)"
5204,"(188, 94)"
5205,"(188, 95)"
5206,"(188, 96)"
5207,"(188, 97)"
5208,"(188, 98)"
5209,"(188, 99)"
5210,"(188, 100)"
5211,"(188, 101)"
5212,"(188, 102)"
5213,"(188, 103)"
5214,"(188, 104)"
5215,"(188, 105)"
5216,"(188, 106)"
5217,"(188, 107)"
5218,"(188, 108)"
5219,"(187, 109)"
5220,"(186, 109)"
5221,"(185, 109)"
5222,"(184, 109)"
5223,"(183, 109)"
5224,"(182, 109)"
5225,"(181, 109)"
5226,"(180, 109)"
5227,"(179, 109)"
5228,"(178, 108)"
5229,"(178, 107)"
5230,"(178, 106)"
5231,"(178, 105)"
5232,"(178, 104)"
5233,"(178, 103)"
5234,"(178, 102)"
5235,"(178, 101)"
5236,"(178, 109)"
5237,"(178, 110)"
5238,"(178, 111)"
5239,"(178, 112)"
5240,"(178, 113)"
5241,"(178, 114)"
5242,"(178, 115)"
5243,"(178, 116)"
5244,"(179, 117)"
5245,"(180, 117)"
5246,"(181, 117)"
5247,"(182, 117)"
5248,"(183, 117)"
5249,"(184, 117)"
5250,"(185, 117)"
5251,"(186, 117)"
5252,"(187, 117)"
5253,"(188, 117)"
5254,"(189, 117)"
5255,"(190, 117)"
5256,"(191, 117)"
5257,"(192, 117)"
5258,"(193, 117)"
5259,"(186, 116)"
5260,"(186, 115)"
5261,"(185, 114)"
5262,"(184, 114)"
5263,"(186, 114)"
5264,"(187, 114)"
5265,"(188, 114)"
5266,"(189, 115)"
5267,"(189, 116)"
5268,"(190, 118)"
5269,"(191, 118)"
5270,"(192, 118)"
5271,"(193, 116)"
5272,"(193, 115)"
5273,"(193, 114)"
5274,"(193, 113)"
5275,"(193, 112)"
5276,"(193, 111)"
5277,"(193, 110)"
5278,"(193, 109)"
5279,"(194, 107)"
5280,"(195, 107)"
5281,"(196, 107)"
5282,"(197, 107)"
5283,"(198, 107)"
5284,"(199, 107)"
5285,"(196, 109)"
5286,"(196, 110)"
5287,"(196, 106)"
5288,"(195, 105)"
5289,"(194, 105)"
5290,"(193, 105)"
5291,"(192, 105)"
5292,"(191, 105)"
5293,"(189, 106)"
5294,"(189, 107)"
5295,"(189, 108)"
5296,"(189, 109)"
5297,"(189, 110)"
5298,"(189, 111)"
5299,"(189, 112)"
5300,"(189, 113)"
5301,"(189, 114)"
5302,"(189, 118)"
5303,"(189, 119)"
5304,"(189, 120)"
5305,"(189, 121)"
5306,"(190, 122)"
5307,"(191, 122)"
5308,"(192, 122)"
5309,"(193, 122)"
5310,"(194, 122)"
5311,"(195, 122)"
5312,"(196, 122)"
5313,"(197, 122)"
5314,"(198, 122)"
5315,"(192, 121)"
5316,"(192, 120)"
5317,"(192, 119)"
5318,"(191, 120)"
5319,"(190, 120)"
5320,"(188, 120)"
5321,"(187, 120)"
5322,"(186, 120)"
5323,"(185, 120)"
5324,"(184, 119)"
5325,"(184, 118)"
5326,"(184, 120)"
5327,"(184, 121)"
5328,"(184, 122)"
5329,"(184, 123)"
5330,"(184, 124)"
5331,"(184, 125)"
5332,"(184, 126)"
5333,"(184, 127)"
5334,"(183, 128)"
5335,"(182, 128)"
5336,"(181, 128)"
5337,"(180, 128)"
5338,"(180, 129)"
5339,"(180, 130)"
5340,"(180, 131)"
5341,"(180, 132)"
5342,"(180, 133)"
5343,"(180, 134)"
5344,"(180, 135)"
5345,"(180, 136)"
5346,"(180, 137)"
5347,"(180, 138)"
5348,"(180, 139)"
5349,"(180, 140)"
5350,"(179, 138)"
5351,"(178, 138)"
5352,"(177, 138)"
5353,"(176, 138)"
5354,"(175, 138)"
5355,"(174, 138)"
5356,"(173, 138)"
5357,"(172, 138)"
5358,"(171, 138)"
5359,"(170, 138)"
5360,"(169, 138)"
5361,"(168, 138)"
5362,"(167, 138)"
5363,"(166, 137)"
5364,"(166, 136)"
5365,"(166, 135)"
5366,"(166, 134)"
5367,"(166, 133)"
5368,"(166, 132)"
5369,"(166, 131)"
5370,"(167, 130)"
5371,"(168, 130)"
5372,"(169, 130)"
5373,"(170, 130)"
5374,"(171, 130)"
5375,"(172, 129)"
5376,"(172, 128)"
5377,"(172, 127)"
5378,"(172, 126)"
5379,"(172, 125)"
5380,"(171, 124)"
5381,"(170, 124)"
5382,"(169, 124)"
5383,"(168, 125)"
5384,"(168, 126)"
5385,"(168, 127)"
5386,"(168, 128)"
5387,"(168, 129)"
5388,"(168, 131)"
5389,"(168, 132)"
5390,"(168, 133)"
5391,"(168, 134)"
5392,"(168, 135)"
5393,"(168, 136)"
5394,"(168, 137)"
5395,"(168, 139)"
5396,"(167, 140)"
5397,"(166, 140)"
5398,"(165, 140)"
5399,"(164, 140)"
5400,"(163, 140)"
5401,"(162, 140)"
5402,"(161, 140)"
5403,"(160, 140)"
5404,"(159, 140)"
5405,"(158, 140)"
5406,"(157, 140)"
5407,"(168, 140)"
5408,"(169, 140)"
5409,"(170, 140)"
5410,"(171, 140)"
5411,"(172, 140)"
5412,"(173, 140)"
5413,"(174, 141)"
5414,"(174, 142)"
5415,"(174, 143)"
5416,"(174, 144)"
5417,"(174, 145)"
5418,"(174, 146)"
5419,"(174, 147)"
5420,"(174, 148)"
5421,"(174, 149)"
5422,"(174, 150)"
5423,"(174, 151)"
5424,"(174, 152)"
5425,"(174, 153)"
5426,"(174, 154)"
5427,"(174, 155)"
5428,"(174, 156)"
5429,"(174, 157)"
5430,"(173, 158)"
5431,"(172, 158)"
5432,"(171, 158)"
5433,"(170, 158)"
5434,"(169, 158)"
5435,"(168, 158)"
5436,"(167, 158)"
5437,"(166, 158)"
5438,"(165, 158)"
5439,"(164, 158)"
5440,"(163, 158)"
5441,"(162, 158)"
5442,"(161, 157)"
5443,"(161, 156)"
5444,"(161, 155)"
5445,"(161, 154)"
5446,"(161, 153)"
5447,"(161, 152)"
5448,"(161, 151)"
5449,"(161, 150)"
5450,"(161, 149)"
5451,"(161, 148)"
5452,"(161, 147)"
5453,"(161, 146)"
5454,"(161, 145)"
5455,"(161, 144)"
5456,"(161, 158)"
5457,"(161, 159)"
5458,"(160, 160)"
5459,"(159, 160)"
5460,"(158, 160)"
5461,"(157, 160)"
5462,"(156, 160)"
5463,"(155, 161)"
5464,"(155, 162)"
5465,"(155, 163)"
5466,"(155, 164)"
5467,"(155, 165)"
5468,"(155, 166)"
5469,"(155, 167)"
5470,"(155, 168)"
5471,"(155, 169)"
5472,"(155, 170)"
5473,"(155, 171)"
5474,"(154, 172)"
5475,"(153, 172)"
5476,"(152, 172)"
5477,"(151, 172)"
5478,"(150, 172)"
5479,"(149, 172)"
5480,"(148, 172)"
5481,"(147, 172)"
5482,"(146, 172)"
5483,"(145, 172)"
5484,"(144, 172)"
5485,"(143, 172)"
5486,"(142, 172)"
5487,"(154, 171)"
5488,"(154, 170)"
5489,"(154, 169)"
5490,"(154, 168)"
5491,"(154, 167)"
5492,"(154, 166)"
5493,"(154, 165)"
5494,"(154, 164)"
5495,"(154, 163)"
5496,"(154, 162)"
5497,"(156, 161)"
5498,"(157, 161)"
5499,"(158, 161)"
5500,"(159, 161)"
5501,"(160, 161)"
5502,"(161, 161)"
5503,"(162, 161)"
5504,"(163, 161)"
5505,"(164, 161)"
5506,"(165, 161)"
5507,"(166, 161)"
5508,"(167, 161)"
5509,"(168, 162)"
5510,"(168, 163)"
5511,"(168, 164)"
5512,"(168, 165)"
5513,"(168, 166)"
5514,"(168, 167)"
5515,"(168, 168)"
5516,"(168, 169)"
5517,"(168, 170)"
5518,"(168, 171)"
5519,"(168, 172)"
5520,"(168, 173)"
5521,"(167, 174)"
5522,"(166, 174)"
5523,"(165, 175)"
5524,"(165, 176)"
5525,"(165, 177)"
5526,"(165, 178)"
5527,"(165, 179)"
5528,"(165, 180)"
5529,"(165, 181)"
5530,"(165, 182)"
5531,"(165, 183)"
5532,"(165, 184)"
5533,"(165, 185)"
5534,"(165, 186)"
5535,"(165, 174)"
5536,"(165, 173)"
5537,"(165, 172)"
5538,"(165, 171)"
5539,"(165, 170)"
5540,"(165, 169)"
5541,"(166, 168)"
5542,"(167, 168)"
5543,"(169, 168)"
5544,"(170, 168)"
5545,"(165, 168)"
5546,"(164, 168)"
5547,"(163, 168)"
5548,"(162, 168)"
5549,"(161, 168)"
5550,"(160, 168)"
5551,"(159, 167)"
5552,"(158, 166)"
5553,"(157, 166)"
5554,"(156, 166)"
5555,"(159, 166)"
5556,"(160, 166)"
5557,"(161, 166)"
5558,"(162, 166)"
5559,"(153, 166)"
5560,"(152, 166)"
5561,"(151, 166)"
5562,"(150, 166)"
5563,"(149, 166)"
5564,"(148, 166)"
5565,"(147, 166)"
5566,"(159, 165)"
5567,"(159, 164)"
5568,"(159, 163)"
5569,"(159, 162)"
5570,"(159, 159)"
5571,"(159, 158)"
5572,"(159, 157)"
5573,"(159, 156)"
5574,"(159, 155)"
5575,"(159, 154)"
5576,"(159, 153)"
5577,"(158, 152)"
5578,"(157, 152)"
5579,"(156, 153)"
5580,"(156, 154)"
5581,"(156, 155)"
5582,"(156, 156)"
5583,"(156, 157)"
5584,"(156, 158)"
5585,"(156, 159)"
5586,"(156, 162)"
5587,"(156, 163)"
5588,"(156, 164)"
5589,"(156, 165)"
5590,"(156, 167)"
5591,"(156, 168)"
5592,"(156, 169)"
5593,"(156, 170)"
5594,"(153, 171)"
5595,"(152, 171)"
5596,"(151, 171)"
5597,"(150, 171)"
5598,"(149, 171)"
5599,"(148, 171)"
5600,"(147, 171)"
5601,"(146, 171)"
5602,"(145, 171)"
5603,"(144, 171)"
5604,"(143, 171)"
5605,"(142, 171)"
5606,"(141, 171)"
5607,"(140, 171)"
5608,"(139, 171)"
5609,"(138, 171)"
5610,"(137, 172)"
5611,"(137, 173)"
5612,"(137, 174)"
5613,"(137, 175)"
5614,"(137, 176)"
5615,"(136, 177)"
5616,"(135, 177)"
5617,"(134, 177)"
5618,"(133, 177)"
5619,"(132, 177)"
5620,"(131, 177)"
5621,"(130, 177)"
5622,"(129, 177)"
5623,"(128, 177)"
5624,"(127, 177)"
5625,"(126, 177)"
5626,"(125, 177)"
5627,"(124, 177)"
5628,"(123, 176)"
5629,"(123, 175)"
5630,"(124, 174)"
5631,"(125, 174)"
5632,"(126, 174)"
5633,"(127, 174)"
5634,"(128, 174)"
5635,"(129, 174)"
5636,"(130, 174)"
5637,"(123, 174)"
5638,"(122, 174)"
5639,"(131, 174)"
5640,"(132, 174)"
5641,"(133, 174)"
5642,"(134, 173)"
5643,"(134, 172)"
5644,"(134, 171)"
5645,"(134, 170)"
5646,"(134, 169)"
5647,"(134, 168)"
5648,"(134, 174)"
5649,"(134, 175)"
5650,"(135, 176)"
5651,"(136, 176)"
5652,"(138, 176)"
5653,"(139, 177)"
5654,"(139, 178)"
5655,"(139, 179)"
5656,"(139, 180)"
5657,"(139, 181)"
5658,"(139, 182)"
5659,"(139, 183)"
5660,"(139, 184)"
5661,"(139, 185)"
5662,"(139, 186)"
5663,"(139, 187)"
5664,"(139, 188)"
5665,"(139, 189)"
5666,"(139, 190)"
5667,"(138, 191)"
5668,"(137, 191)"
5669,"(136, 191)"
5670,"(135, 191)"
5671,"(134, 191)"
5672,"(133, 191)"
5673,"(132, 191)"
5674,"(131, 191)"
5675,"(130, 191)"
5676,"(129, 191)"
5677,"(128, 191)"
5678,"(127, 191)"
5679,"(126, 191)"
5680,"(125, 191)"
5681,"(124, 191)"
5682,"(123, 191)"
5683,"(122, 191)"
5684,"(130, 192)"
5685,"(130, 193)"
5686,"(130, 194)"
5687,"(130, 195)"
5688,"(130, 196)"
5689,"(130, 197)"
5690,"(130, 198)"
5691,"(130, 199)"
5692,"(130, 200)"
5693,"(130, 201)"
5694,"(130, 202)"
5695,"(130, 203)"
5696,"(130, 204)"
5697,"(130, 205)"
5698,"(130, 206)"
5699,"(130, 207)"
5700,"(130, 208)"
5701,"(130, 209)"
5702,"(131, 209)"
5703,"(132, 209)"
5704,"(133, 209)"
5705,"(134, 209)"
5706,"(135, 209)"
5707,"(136, 209)"
5708,"(137, 209)"
5709,"(138, 209)"
5710,"(139, 209)"
5711,"(140, 209)"
5712,"(141, 209)"
5713,"(142, 209)"
5714,"(143, 209)"
5715,"(144, 209)"
5716,"(145, 209)"
5717,"(146, 209)"
5718,"(147, 210)"
5719,"(147, 211)"
5720,"(147, 212)"
5721,"(147, 213)"
5722,"(147, 214)"
5723,"(147, 215)"
5724,"(147, 216)"
5725,"(147, 217)"
5726,"(147, 218)"
5727,"(147, 219)"
5728,"(148, 220)"
5729,"(149, 220)"
5730,"(150, 220)"
5731,"(151, 220)"
5732,"(152, 220)"
5733,"(153, 219)"
5734,"(153, 218)"
5735,"(153, 217)"
5736,"(153, 216)"
5737,"(153, 215)"
5738,"(153, 214)"
5739,"(153, 213)"
5740,"(153, 212)"
5741,"(153, 211)"
5742,"(153, 210)"
5743,"(153, 209)"
5744,"(153, 208)"
5745,"(153, 207)"
5746,"(153, 206)"
5747,"(153, 205)"
5748,"(152, 204)"
5749,"(151, 204)"
5750,"(150, 204)"
5751,"(149, 204)"
5752,"(148, 204)"
5753,"(153, 204)"
5754,"(154, 204)"
5755,"(155, 204)"
5756,"(156, 204)"
5757,"(157, 204)"
5758,"(158, 204)"
5759,"(159, 204)"
5760,"(160, 204)"
5761,"(161, 204)"
5762,"(162, 205)"
5763,"(162, 206)"
5764,"(162, 207)"
5765,"(162, 208)"
5766,"(163, 208)"
5767,"(163, 209)"
5768,"(163, 210)"
5769,"(163, 211)"
5770,"(163, 212)"
5771,"(163, 213)"
5772,"(163, 214)"
5773,"(162, 215)"
5774,"(161, 215)"
5775,"(160, 215)"
5776,"(159, 215)"
5777,"(158, 215)"
5778,"(157, 215)"
5779,"(156, 215)"
5780,"(155, 215)"
5781,"(154, 215)"
5782,"(152, 215)"
5783,"(151, 214)"
5784,"(151, 213)"
5785,"(151, 212)"
5786,"(151, 211)"
5787,"(151, 210)"
5788,"(151, 209)"
5789,"(151, 208)"
5790,"(151, 207)"
5791,"(151, 206)"
5792,"(151, 205)"
5793,"(151, 203)"
5794,"(151, 202)"
5795,"(151, 201)"
5796,"(151, 200)"
5797,"(163, 215)"
5798,"(164, 215)"
5799,"(165, 215)"
5800,"(166, 215)"
5801,"(167, 214)"
5802,"(167, 213)"
5803,"(167, 212)"
5804,"(167, 211)"
5805,"(167, 210)"
5806,"(167, 209)"
5807,"(167, 208)"
5808,"(167, 207)"
5809,"(167, 206)"
5810,"(167, 205)"
5811,"(167, 204)"
5812,"(168, 203)"
5813,"(169, 203)"
5814,"(170, 203)"
5815,"(171, 203)"
5816,"(172, 203)"
5817,"(173, 203)"
5818,"(174, 203)"
5819,"(175, 203)"
5820,"(176, 203)"
5821,"(177, 203)"
5822,"(178, 203)"
5823,"(179, 203)"
5824,"(180, 203)"
5825,"(181, 203)"
5826,"(182, 202)"
5827,"(182, 201)"
5828,"(182, 200)"
5829,"(182, 199)"
5830,"(182, 198)"
5831,"(182, 197)"
5832,"(182, 196)"
5833,"(182, 195)"
5834,"(182, 194)"
5835,"(182, 193)"
5836,"(182, 192)"
5837,"(182, 191)"
5838,"(182, 190)"
5839,"(182, 189)"
5840,"(181, 188)"
5841,"(180, 188)"
5842,"(179, 188)"
5843,"(178, 188)"
5844,"(177, 188)"
5845,"(176, 188)"
5846,"(175, 188)"
5847,"(174, 188)"
5848,"(173, 188)"
5849,"(172, 188)"
5850,"(171, 188)"
5851,"(170, 188)"
5852,"(169, 188)"
5853,"(168, 188)"
5854,"(167, 187)"
5855,"(167, 186)"
5856,"(167, 188)"
5857,"(167, 189)"
5858,"(167, 190)"
5859,"(167, 191)"
5860,"(167, 192)"
5861,"(167, 193)"
5862,"(167, 194)"
5863,"(167, 195)"
5864,"(167, 196)"
5865,"(167, 197)"
5866,"(167, 198)"
5867,"(167, 199)"
5868,"(167, 200)"
5869,"(167, 201)"
5870,"(167, 202)"
5871,"(167, 203)"
5872,"(166, 192)"
5873,"(165, 192)"
5874,"(164, 192)"
5875,"(163, 192)"
5876,"(162, 192)"
5877,"(161, 192)"
5878,"(160, 192)"
5879,"(159, 192)"
5880,"(158, 192)"
5881,"(157, 192)"
5882,"(156, 192)"
5883,"(155, 192)"
5884,"(154, 192)"
5885,"(153, 192)"
5886,"(152, 192)"
5887,"(151, 192)"
5888,"(150, 192)"
5889,"(149, 193)"
5890,"(149, 194)"
5891,"(149, 195)"
5892,"(149, 196)"
5893,"(149, 197)"
5894,"(149, 198)"
5895,"(149, 199)"
5896,"(149, 200)"
5897,"(149, 201)"
5898,"(149, 202)"
5899,"(150, 203)"
5900,"(152, 203)"
5901,"(153, 203)"
5902,"(154, 203)"
5903,"(155, 203)"
5904,"(156, 203)"
5905,"(157, 203)"
5906,"(158, 203)"
5907,"(159, 203)"
5908,"(160, 203)"
5909,"(161, 203)"
5910,"(162, 203)"
